Station,Longitude,Latitude,Year,MaxDate,MaxFlow,Baseflow_Covariate
ARNT7,-124.91269,57.2514,2049,2049-06-05,233.220336914,9.259998404317432
ARNT7,-124.91269,57.2514,2050,2050-06-05,242.605575562,8.346509269076503
ARNT7,-124.91269,57.2514,2051,2051-05-31,372.792449951,16.39733762371664
ARNT7,-124.91269,57.2514,2052,2052-06-14,288.805786133,8.664763337725567
ARNT7,-124.91269,57.2514,2053,2053-06-13,400.733306885,17.027396843716915
ARNT7,-124.91269,57.2514,2054,2054-06-18,233.774017334,7.966990486097833
ARNT7,-124.91269,57.2514,2055,2055-06-12,398.772979736,14.76189219698103
ARNT7,-124.91269,57.2514,2056,2056-06-14,277.90637207,10.362118370520571
ARNT7,-124.91269,57.2514,2057,2057-05-30,374.941009521,14.415262892221412
ARNT7,-124.91269,57.2514,2058,2058-06-14,325.135162354,12.882032804656774
ARNT7,-124.91269,57.2514,2059,2059-06-01,332.188018799,11.604824733816915
ARNT7,-124.91269,57.2514,2060,2060-06-05,244.559234619,7.40238777667077
ARNT7,-124.91269,57.2514,2061,2061-05-29,434.737579346,13.81809315044019
ARNT7,-124.91269,57.2514,2062,2062-06-16,313.331573486,10.824505740776658
ARNT7,-124.91269,57.2514,2063,2063-06-21,307.118652344,9.426058024737156
ARNT7,-124.91269,57.2514,2064,2064-06-24,325.320404053,7.728702991942151
ARNT7,-124.91269,57.2514,2065,2065-06-07,549.309936523,25.09305770814212
ARNT7,-124.91269,57.2514,2066,2066-06-15,350.868530273,14.52876383666363
ARNT7,-124.91269,57.2514,2067,2067-06-08,259.814605713,4.670303963435193
ARNT7,-124.91269,57.2514,2068,2068-06-01,203.668945312,7.78061677618987
ARNT7,-124.91269,57.2514,2069,2069-06-03,393.121643066,14.425581159897977
ARNT7,-124.91269,57.2514,2070,2070-06-01,241.529556274,7.234393481061691
ARNT7,-124.91269,57.2514,2071,2071-06-18,397.676452637,16.207739455159754
ARNT7,-124.91269,57.2514,2072,2072-06-15,320.726318359,11.458756757020536
ARNT7,-124.91269,57.2514,2073,2073-06-06,334.451568604,11.701558493284715
ARNT7,-124.91269,57.2514,2074,2074-06-07,349.969055176,11.852785603919378
ARNT7,-124.91269,57.2514,2075,2075-06-15,522.961730957,16.401206974095356
ARNT7,-124.91269,57.2514,2076,2076-06-01,393.066375732,14.957616836970878
ARNT7,-124.91269,57.2514,2077,2077-06-05,246.81413269,6.809409831133154
ARNT7,-124.91269,57.2514,2078,2078-06-12,373.652160645,15.937529820379698
ARNT7,-124.91269,57.2514,2079,2079-06-19,429.635559082,17.447543805672062
ARNT7,-124.91269,57.2514,2080,2080-06-10,476.442230225,16.838766012754704
ARNT7,-124.91269,57.2514,2081,2081-05-13,336.178619385,15.4844933802055
ARNT7,-124.91269,57.2514,2082,2082-06-11,455.741851807,17.34790803342023
ARNT7,-124.91269,57.2514,2083,2083-06-05,323.638824463,13.396333959160579
ARNT7,-124.91269,57.2514,2084,2084-06-02,295.970123291,11.294631811790168
ARNT7,-124.91269,57.2514,2085,2085-06-14,378.600494385,11.994339338607258
ARNT7,-124.91269,57.2514,2086,2086-05-31,320.232147217,12.871392091115316
ARNT7,-124.91269,57.2514,2087,2087-06-24,369.724517822,11.881160840029931
ARNT7,-124.91269,57.2514,2088,2088-06-12,424.95010376,12.79690709632511
ARNT7,-124.91269,57.2514,2089,2089-06-06,310.932373047,10.09964743649794
ARNT7,-124.91269,57.2514,2090,2090-06-14,520.367553711,18.5454719756316
ARNT7,-124.91269,57.2514,2091,2091-06-08,428.124359131,15.166884203286221
ARNT7,-124.91269,57.2514,2092,2092-06-09,308.661621094,13.996083267860943
ARNT7,-124.91269,57.2514,2093,2093-05-25,303.209594727,13.527891872036788
ARNT7,-124.91269,57.2514,2094,2094-06-10,363.758148193,12.496387550245142
ARNT7,-124.91269,57.2514,2095,2095-06-17,523.574279785,20.027755616543192
ARNT7,-124.91269,57.2514,2096,2096-06-13,412.874542236,14.653872832241985
ARNT7,-124.91269,57.2514,2097,2097-06-12,343.438720703,12.738544394779536
ARNT7,-124.91269,57.2514,2098,2098-06-12,311.623901367,13.25510267033759
ARNT7,-124.91269,57.2514,2099,2099-05-27,301.496002197,11.938233758115935
ASHNO,-119.96056,49.17375,1945,1945-01-04,52.0042724609,4.931807559863147
ASHNO,-119.96056,49.17375,1946,1946-06-13,103.759994507,3.4946663400365248
ASHNO,-119.96056,49.17375,1947,1947-05-16,75.8603057861,2.8555786358192563
ASHNO,-119.96056,49.17375,1948,1948-05-27,25.6187725067,1.7157325034236743
ASHNO,-119.96056,49.17375,1949,1949-05-29,134.699020386,3.784867618439926
ASHNO,-119.96056,49.17375,1950,1950-06-16,112.548614502,4.097317661520922
ASHNO,-119.96056,49.17375,1951,1951-05-13,99.169128418,3.0129322178868785
ASHNO,-119.96056,49.17375,1952,1952-05-03,27.9154186249,1.318479197875907
ASHNO,-119.96056,49.17375,1953,1953-05-29,53.6893730164,2.898786381714874
ASHNO,-119.96056,49.17375,1954,1954-05-30,105.386581421,3.5220742385524013
ASHNO,-119.96056,49.17375,1955,1955-06-02,69.4072875977,3.488539868603564
ASHNO,-119.96056,49.17375,1956,1956-05-25,82.7984924316,2.9087822035265467
ASHNO,-119.96056,49.17375,1957,1957-05-16,106.957420349,3.146424805952443
ASHNO,-119.96056,49.17375,1958,1958-06-06,137.941345215,3.8932094290438624
ASHNO,-119.96056,49.17375,1959,1959-05-14,85.082649231,3.211558870660762
ASHNO,-119.96056,49.17375,1960,1960-05-28,110.743309021,3.3550472805379994
ASHNO,-119.96056,49.17375,1961,1961-05-31,131.701690674,4.087966731439034
ASHNO,-119.96056,49.17375,1962,1962-04-23,32.383430481,1.6934837387460802
ASHNO,-119.96056,49.17375,1963,1963-06-18,70.5715789795,3.1870529849289193
ASHNO,-119.96056,49.17375,1964,1964-05-14,67.5151901245,2.6169686957986817
ASHNO,-119.96056,49.17375,1965,1965-05-22,27.8836154938,1.7886052688894174
ASHNO,-119.96056,49.17375,1966,1966-07-12,17.7059345245,2.533132770926588
